,team,total,date,source,abrv
17,L.A. Lakers,219.0,2009-02-10,238,LAL
0,Toronto,194.0,2009-02-03,238,TOR
1,Cleveland,194.0,2009-02-03,238,CLE
2,Minnesota,219.5,2009-02-03,238,MIN
3,Indiana,219.5,2009-02-03,238,IND
4,Boston,191.0,2009-02-03,238,BOS
5,Philadelphia,191.0,2009-02-03,238,PHI
6,Milwaukee,196.0,2009-02-03,238,MIL
7,Brooklyn,196.0,2009-02-03,238,BKN
8,Chicago,198.0,2009-02-03,238,CHI
9,Houston,198.0,2009-02-03,238,HOU
10,San Antonio,197.0,2009-02-03,238,SAS
11,Denver,197.0,2009-02-03,238,DEN
0,Washington,188.0,2009-02-11,238,WAS
1,Charlotte,188.0,2009-02-11,238,CHA
2,Phoenix,200.5,2009-02-11,238,PHX
3,Cleveland,200.5,2009-02-11,238,CLE
4,Denver,209.5,2009-02-11,238,DEN
5,Orlando,209.5,2009-02-11,238,ORL
6,Memphis,189.0,2009-02-11,238,MEM
7,Philadelphia,189.0,2009-02-11,238,PHI
8,San Antonio,189.5,2009-02-11,238,SAS
9,Toronto,189.5,2009-02-11,238,TOR
10,Atlanta,189.0,2009-02-11,238,ATL
11,Detroit,189.0,2009-02-11,238,DET
12,Indiana,218.0,2009-02-11,238,IND
13,Milwaukee,218.0,2009-02-11,238,MIL
14,Boston,186.5,2009-02-11,238,BOS
15,New Orleans,186.5,2009-02-11,238,NOP
16,Sacramento,211.0,2009-02-11,238,SAC
17,Houston,211.0,2009-02-11,238,HOU
18,L.A. Lakers,216.5,2009-02-11,238,LAL
19,Utah,216.5,2009-02-11,238,UTA
20,Oklahoma City,200.5,2009-02-11,238,OKC
21,Portland,200.5,2009-02-11,238,POR
22,New York,220.0,2009-02-11,238,NYK
23,L.A. Clippers,220.0,2009-02-11,238,LAC
0,Milwaukee,213.5,2009-01-28,238,MIL
1,Indiana,213.5,2009-01-28,238,IND
2,Sacramento,208.0,2009-01-28,238,SAC
3,Boston,208.0,2009-01-28,238,BOS
4,Washington,190.5,2009-01-28,238,WAS
5,Miami,190.5,2009-01-28,238,MIA
6,Toronto,196.0,2009-01-28,238,TOR
7,Brooklyn,196.0,2009-01-28,238,BKN
8,Detroit,188.0,2009-01-28,238,DET
9,Minnesota,188.0,2009-01-28,238,MIN
10,Denver,199.5,2009-01-28,238,DEN
11,New Orleans,199.5,2009-01-28,238,NOP
12,Philadelphia,195.0,2009-01-28,238,PHI
13,Houston,195.0,2009-01-28,238,HOU
14,Golden State,228.5,2009-01-28,238,GSW
15,Dallas,228.5,2009-01-28,238,DAL
16,Charlotte,179.5,2009-01-28,238,CHA
17,Portland,179.5,2009-01-28,238,POR
18,Chicago,196.0,2009-01-28,238,CHI
19,L.A. Clippers,196.0,2009-01-28,238,LAC
0,Miami,196.0,2009-02-12,238,MIA
1,Chicago,196.0,2009-02-12,238,CHI
2,Boston,194.5,2009-02-12,238,BOS
3,Dallas,194.5,2009-02-12,238,DAL
4,Portland,216.0,2009-02-12,238,POR
5,Golden State,216.0,2009-02-12,238,GSW
0,Cleveland,191.0,2009-02-18,238,CLE
1,Toronto,191.0,2009-02-18,238,TOR
2,Denver,200.5,2009-02-18,238,DEN
3,Philadelphia,200.5,2009-02-18,238,PHI
4,Indiana,202.0,2009-02-18,238,IND
5,Charlotte,202.0,2009-02-18,238,CHA
6,Minnesota,195.5,2009-02-18,238,MIN
7,Miami,195.5,2009-02-18,238,MIA
8,Chicago,205.0,2009-02-18,238,CHI
9,Milwaukee,205.0,2009-02-18,238,MIL
10,Orlando,189.0,2009-02-18,238,ORL
11,New Orleans,189.0,2009-02-18,238,NOP
12,Brooklyn,201.0,2009-02-18,238,BKN
13,Dallas,201.0,2009-02-18,238,DAL
14,Memphis,193.5,2009-02-18,238,MEM
15,Portland,193.5,2009-02-18,238,POR
16,Atlanta,206.0,2009-02-18,238,ATL
17,Sacramento,206.0,2009-02-18,238,SAC
18,L.A. Lakers,228.5,2009-02-18,238,LAL
19,Golden State,228.5,2009-02-18,238,GSW
20,Phoenix,227.5,2009-02-18,238,PHX
21,L.A. Clippers,227.5,2009-02-18,238,LAC
0,Philadelphia,188.0,2009-02-21,238,PHI
1,Miami,188.0,2009-02-21,238,MIA
2,San Antonio,193.0,2009-02-21,238,SAS
3,Washington,193.0,2009-02-21,238,WAS
4,Sacramento,213.0,2009-02-21,238,SAC
5,Dallas,213.0,2009-02-21,238,DAL
6,New Orleans,199.5,2009-02-21,238,NOP
7,Utah,199.5,2009-02-21,238,UTA
8,Oklahoma City,230.5,2009-02-21,238,OKC
9,Golden State,230.5,2009-02-21,238,GSW
0,Orlando,187.0,2009-02-20,238,ORL
1,Charlotte,187.0,2009-02-20,238,CHA
2,Toronto,213.0,2009-02-20,238,TOR
3,New York,213.0,2009-02-20,238,NYK
4,Dallas,196.5,2009-02-20,238,DAL
5,Houston,196.5,2009-02-20,238,HOU
6,Sacramento,207.5,2009-02-20,238,SAC
7,Memphis,207.5,2009-02-20,238,MEM
8,Indiana,213.5,2009-02-20,238,IND
9,Minnesota,213.5,2009-02-20,238,MIN
10,Washington,201.0,2009-02-20,238,WAS
11,Brooklyn,201.0,2009-02-20,238,BKN
12,Denver,209.0,2009-02-20,238,DEN
13,Chicago,209.0,2009-02-20,238,CHI
14,Cleveland,196.5,2009-02-20,238,CLE
15,Milwaukee,196.5,2009-02-20,238,MIL
16,Oklahoma City,231.5,2009-02-20,238,OKC
17,Phoenix,231.5,2009-02-20,238,PHX
18,Atlanta,191.5,2009-02-20,238,ATL
19,Portland,191.5,2009-02-20,238,POR
20,New Orleans,207.0,2009-02-20,238,NOP
21,L.A. Lakers,207.0,2009-02-20,238,LAL
0,Chicago,216.5,2009-02-22,238,CHI
1,Indiana,216.5,2009-02-22,238,IND
2,New York,215.5,2009-02-22,238,NYK
3,Toronto,215.5,2009-02-22,238,TOR
4,Boston,222.0,2009-02-22,238,BOS
5,Phoenix,222.0,2009-02-22,238,PHX
6,Denver,208.5,2009-02-22,238,DEN
7,Milwaukee,208.5,2009-02-22,238,MIL
8,Charlotte,183.0,2009-02-22,238,CHA
9,Houston,183.0,2009-02-22,238,HOU
10,Miami,191.0,2009-02-22,238,MIA
11,Orlando,191.0,2009-02-22,238,ORL
12,L.A. Clippers,203.0,2009-02-22,238,LAC
13,Portland,203.0,2009-02-22,238,POR
14,L.A. Lakers,219.0,2009-02-22,238,LAL
15,Minnesota,219.0,2009-02-22,238,MIN
16,Detroit,180.5,2009-02-22,238,DET
17,Cleveland,180.5,2009-02-22,238,CLE
0,L.A. Clippers,200.0,2009-02-04,238,LAC
1,Orlando,200.0,2009-02-04,238,ORL
2,L.A. Lakers,212.5,2009-02-04,238,LAL
3,Toronto,212.5,2009-02-04,238,TOR
4,Brooklyn,188.5,2009-02-04,238,BKN
5,Washington,188.5,2009-02-04,238,WAS
6,Miami,179.0,2009-02-04,238,MIA
7,Detroit,179.0,2009-02-04,238,DET
8,Cleveland,208.0,2009-02-04,238,CLE
9,New York,208.0,2009-02-04,238,NYK
10,Houston,195.0,2009-02-04,238,HOU
11,Memphis,195.0,2009-02-04,238,MEM
12,Atlanta,199.5,2009-02-04,238,ATL
13,Minnesota,199.5,2009-02-04,238,MIN
14,Chicago,185.5,2009-02-04,238,CHI
15,New Orleans,185.5,2009-02-04,238,NOP
16,Denver,210.0,2009-02-04,238,DEN
17,Oklahoma City,210.0,2009-02-04,238,OKC
18,Portland,197.0,2009-02-04,238,POR
19,Dallas,197.0,2009-02-04,238,DAL
20,Phoenix,227.5,2009-02-04,238,PHX
21,Golden State,227.5,2009-02-04,238,GSW
0,L.A. Clippers,202.5,2009-02-07,238,LAC
1,Atlanta,202.5,2009-02-07,238,ATL
2,Miami,193.0,2009-02-07,238,MIA
