,team,spread,date,source,abrv
14,Dallas,1.5,2006-12-11,238,DAL
15,Utah,-1.5,2006-12-11,238,UTA
16,San Antonio,-3.0,2006-12-11,238,SAS
17,L.A. Clippers,3.0,2006-12-11,238,LAC
0,Orlando,-1.5,2006-12-14,238,ORL
1,Charlotte,1.5,2006-12-14,238,CHA
2,San Antonio,-7.0,2006-12-14,238,SAS
3,New Orleans,7.0,2006-12-14,238,NOP
4,Houston,4.0,2006-12-14,238,HOU
5,Golden State,-4.0,2006-12-14,238,GSW
0,New York,7.0,2006-12-15,238,NYK
1,Indiana,-7.0,2006-12-15,238,IND
2,Brooklyn,-2.5,2006-12-15,238,BKN
3,Toronto,2.5,2006-12-15,238,TOR
4,Miami,11.0,2006-12-15,238,MIA
5,Washington,-11.0,2006-12-15,238,WAS
6,Denver,-3.0,2006-12-15,238,DEN
7,Boston,3.0,2006-12-15,238,BOS
8,Atlanta,8.0,2006-12-15,238,ATL
9,Memphis,-8.0,2006-12-15,238,MEM
10,Philadelphia,15.0,2006-12-15,238,PHI
11,Dallas,-15.0,2006-12-15,238,DAL
12,Milwaukee,7.0,2006-12-15,238,MIL
13,Chicago,-7.0,2006-12-15,238,CHI
14,Sacramento,7.5,2006-12-15,238,SAC
15,Utah,-7.5,2006-12-15,238,UTA
16,Golden State,12.0,2006-12-15,238,GSW
17,Phoenix,-12.0,2006-12-15,238,PHX
18,L.A. Clippers,-3.0,2006-12-15,238,LAC
19,Portland,3.0,2006-12-15,238,POR
20,Houston,4.5,2006-12-15,238,HOU
21,L.A. Lakers,-4.5,2006-12-15,238,LAL
0,Denver,-8.0,2006-12-12,238,DEN
1,Atlanta,8.0,2006-12-12,238,ATL
2,L.A. Lakers,2.0,2006-12-12,238,LAL
3,Houston,-2.0,2006-12-12,238,HOU
4,Sacramento,3.0,2006-12-12,238,SAC
5,Golden State,-3.0,2006-12-12,238,GSW
0,Golden State,-2.0,2006-12-17,238,GSW
1,Toronto,2.0,2006-12-17,238,TOR
2,Utah,1.5,2006-12-17,238,UTA
3,Indiana,-1.5,2006-12-17,238,IND
4,Houston,-1.0,2006-12-17,238,HOU
5,L.A. Clippers,1.0,2006-12-17,238,LAC
6,Washington,5.5,2006-12-17,238,WAS
7,L.A. Lakers,-5.5,2006-12-17,238,LAL
0,Boston,3.0,2006-12-16,238,BOS
1,Charlotte,-3.0,2006-12-16,238,CHA
2,Chicago,-3.5,2006-12-16,238,CHI
3,Atlanta,3.5,2006-12-16,238,ATL
4,Cleveland,-1.5,2006-12-16,238,CLE
5,Orlando,1.5,2006-12-16,238,ORL
6,Denver,-4.5,2006-12-16,238,DEN
7,New York,4.5,2006-12-16,238,NYK
8,Memphis,6.5,2006-12-16,238,MEM
9,Miami,-6.5,2006-12-16,238,MIA
10,Detroit,-1.0,2006-12-16,238,DET
11,Brooklyn,1.0,2006-12-16,238,BKN
12,Dallas,-7.5,2006-12-16,238,DAL
13,New Orleans,7.5,2006-12-16,238,NOP
14,Philadelphia,17.0,2006-12-16,238,PHI
15,San Antonio,-17.0,2006-12-16,238,SAS
16,Minnesota,-2.0,2006-12-16,238,MIN
17,Milwaukee,2.0,2006-12-16,238,MIL
18,Phoenix,-2.5,2006-12-16,238,PHX
19,Sacramento,2.5,2006-12-16,238,SAC
0,L.A. Lakers,6.0,2006-12-19,238,LAL
1,Chicago,-6.0,2006-12-19,238,CHI
2,Toronto,13.5,2006-12-19,238,TOR
3,Phoenix,-13.5,2006-12-19,238,PHX
0,Golden State,6.0,2006-12-18,238,GSW
1,Brooklyn,-6.0,2006-12-18,238,BKN
2,Utah,-7.5,2006-12-18,238,UTA
3,New York,7.5,2006-12-18,238,NYK
4,New Orleans,7.5,2006-12-18,238,NOP
5,Miami,-7.5,2006-12-18,238,MIA
6,Washington,-3.0,2006-12-18,238,WAS
7,Denver,3.0,2006-12-18,238,DEN
8,Dallas,-4.5,2006-12-18,238,DAL
9,Sacramento,4.5,2006-12-18,238,SAC
0,Detroit,3.5,2006-12-21,238,DET
1,Cleveland,-3.5,2006-12-21,238,CLE
2,Washington,4.0,2006-12-21,238,WAS
3,Sacramento,-4.0,2006-12-21,238,SAC
0,Indiana,-5.5,2006-12-20,238,IND
1,Philadelphia,5.5,2006-12-20,238,PHI
2,Utah,-5.5,2006-12-20,238,UTA
3,Atlanta,5.5,2006-12-20,238,ATL
4,New Orleans,7.5,2006-12-20,238,NOP
5,Orlando,-7.5,2006-12-20,238,ORL
6,Golden State,2.0,2006-12-20,238,GSW
7,Boston,-2.0,2006-12-20,238,BOS
8,Charlotte,4.0,2006-12-20,238,CHA
9,New York,-4.0,2006-12-20,238,NYK
10,Cleveland,1.0,2006-12-20,238,CLE
11,Brooklyn,-1.0,2006-12-20,238,BKN
12,Miami,3.0,2006-12-20,238,MIA
13,Milwaukee,-3.0,2006-12-20,238,MIL
14,Memphis,12.5,2006-12-20,238,MEM
15,San Antonio,-12.5,2006-12-20,238,SAS
16,L.A. Lakers,5.5,2006-12-20,238,LAL
17,Minnesota,-5.5,2006-12-20,238,MIN
18,Houston,-5.0,2006-12-20,238,HOU
19,Portland,5.0,2006-12-20,238,POR
20,Toronto,8.5,2006-12-20,238,TOR
21,L.A. Clippers,-8.5,2006-12-20,238,LAC
0,L.A. Lakers,-1.0,2006-12-25,238,LAL
1,Miami,1.0,2006-12-25,238,MIA
0,Utah,-6.5,2006-12-22,238,UTA
1,Charlotte,6.5,2006-12-22,238,CHA
2,Golden State,4.5,2006-12-22,238,GSW
3,Orlando,-4.5,2006-12-22,238,ORL
4,L.A. Lakers,3.0,2006-12-22,238,LAL
5,Brooklyn,-3.0,2006-12-22,238,BKN
6,Chicago,-5.5,2006-12-22,238,CHI
7,New York,5.5,2006-12-22,238,NYK
8,Indiana,-3.0,2006-12-22,238,IND
9,Atlanta,3.0,2006-12-22,238,ATL
10,Philadelphia,3.0,2006-12-22,238,PHI
11,Boston,-3.0,2006-12-22,238,BOS
12,Memphis,2.0,2006-12-22,238,MEM
13,New Orleans,-2.0,2006-12-22,238,NOP
14,Houston,8.0,2006-12-22,238,HOU
15,San Antonio,-8.0,2006-12-22,238,SAS
16,Milwaukee,6.0,2006-12-22,238,MIL
17,Minnesota,-6.0,2006-12-22,238,MIN
18,L.A. Clippers,9.0,2006-12-22,238,LAC
19,Dallas,-9.0,2006-12-22,238,DAL
20,Sacramento,2.5,2006-12-22,238,SAC
21,Denver,-2.5,2006-12-22,238,DEN
22,Toronto,3.5,2006-12-22,238,TOR
23,Portland,-3.5,2006-12-22,238,POR
24,Washington,10.5,2006-12-22,238,WAS
25,Phoenix,-10.5,2006-12-22,238,PHX
0,Minnesota,1.5,2006-12-27,238,MIN
1,Toronto,-1.5,2006-12-27,238,TOR
2,Washington,-5.0,2006-12-27,238,WAS
3,Charlotte,5.0,2006-12-27,238,CHA
4,Cleveland,-5.5,2006-12-27,238,CLE
5,Atlanta,5.5,2006-12-27,238,ATL
6,L.A. Lakers,2.0,2006-12-27,238,LAL
7,Orlando,-2.0,2006-12-27,238,ORL
8,Houston,5.0,2006-12-27,238,HOU
9,Brooklyn,-5.0,2006-12-27,238,BKN
10,Detroit,-5.0,2006-12-27,238,DET
11,New York,5.0,2006-12-27,238,NYK
12,Milwaukee,1.5,2006-12-27,238,MIL
13,Memphis,-1.5,2006-12-27,238,MEM
14,Miami,5.5,2006-12-27,238,MIA
15,Chicago,-5.5,2006-12-27,238,CHI
16,Philadelphia,6.5,2006-12-27,238,PHI
17,Sacramento,-6.5,2006-12-27,238,SAC
18,New Orleans,9.0,2006-12-27,238,NOP
19,Portland,-9.0,2006-12-27,238,POR
20,Boston,7.5,2006-12-27,238,BOS
21,L.A. Clippers,-7.5,2006-12-27,238,LAC
0,Minnesota,4.5,2006-12-23,238,MIN
1,Indiana,-4.5,2006-12-23,238,IND
2,New York,3.0,2006-12-23,238,NYK
3,Philadelphia,-3.0,2006-12-23,238,PHI
4,Golden State,6.0,2006-12-23,238,GSW
5,Miami,-6.0,2006-12-23,238,MIA
6,Atlanta,10.5,2006-12-23,238,ATL
7,Detroit,-10.5,2006-12-23,238,DET
8,Orlando,7.5,2006-12-23,238,ORL
9,Cleveland,-7.5,2006-12-23,238,CLE
10,Utah,-4.0,2006-12-23,238,UTA
11,Memphis,4.0,2006-12-23,238,MEM
12,San Antonio,-9.0,2006-12-23,238,SAS
13,New Orleans,9.0,2006-12-23,238,NOP
14,Charlotte,11.0,2006-12-23,238,CHA
15,Chicago,-11.0,2006-12-23,238,CHI
16,Brooklyn,4.5,2006-12-23,238,BKN
17,Milwaukee,-4.5,2006-12-23,238,MIL
18,L.A. Clippers,7.5,2006-12-23,238,LAC
19,Houston,-7.5,2006-12-23,238,HOU
0,Memphis,8.0,2006-12-26,238,MEM
1,Washington,-8.0,2006-12-26,238,WAS
2,Houston,3.5,2006-12-26,238,HOU
3,Indiana,-3.5,2006-12-26,238,IND
4,Brooklyn,7.0,2006-12-26,238,BKN
5,Detroit,-7.0,2006-12-26,238,DET
6,Milwaukee,8.0,2006-12-26,238,MIL
7,San Antonio,-8.0,2006-12-26,238,SAS
8,Chicago,-1.0,2006-12-26,238,CHI
9,Minnesota,1.0,2006-12-26,238,MIN
10,Charlotte,13.0,2006-12-26,238,CHA
11,Dallas,-13.0,2006-12-26,238,DAL
12,Boston,6.0,2006-12-26,238,BOS
13,Denver,-6.0,2006-12-26,238,DEN
14,L.A. Clippers,7.5,2006-12-26,238,LAC
15,Utah,-7.5,2006-12-26,238,UTA
16,Portland,13.0,2006-12-26,238,POR
17,Phoenix,-13.0,2006-12-26,238,PHX
18,Philadelphia,6.0,2006-12-26,238,PHI
19,Golden State,-6.0,2006-12-26,238,GSW
0,Phoenix,2.5,2006-12-28,238,PHX
1,Dallas,-2.5,2006-12-28,238,DAL
2,Utah,7.5,2006-12-28,238,UTA
3,San Antonio,-7.5,2006-12-28,238,SAS
0,New York,6.5,2006-12-31,238,NYK
1,L.A. Clippers,-6.5,2006-12-31,238,LAC
2,Atlanta,11.5,2006-12-31,238,ATL
3,San Antonio,-11.5,2006-12-31,238,SAS
4,Phoenix,-5.5,2006-12-31,238,PHX
5,Detroit,5.5,2006-12-31,238,DET
6,Memphis,9.0,2006-12-31,238,MEM
7,Houston,-9.0,2006-12-31,238,HOU
0,Miami,10.5,2006-12-30,238,MIA
1,Orlando,-10.5,2006-12-30,238,ORL
2,Charlotte,10.5,2006-12-30,238,CHA
3,Indiana,-10.5,2006-12-30,238,IND
4,Minnesota,2.0,2006-12-30,238,MIN
5,Brooklyn,-2.0,2006-12-30,238,BKN
6,Toronto,5.5,2006-12-30,238,TOR
7,Memphis,-5.5,2006-12-30,238,MEM
8,Cleveland,5.0,2006-12-30,238,CLE
9,Chicago,-5.0,2006-12-30,238,CHI
10,Washington,4.5,2006-12-30,238,WAS
11,Milwaukee,-4.5,2006-12-30,238,MIL
12,New Orleans,17.5,2006-12-30,238,NOP
13,Dallas,-17.5,2006-12-30,238,DAL
14,Portland,11.0,2006-12-30,238,POR
15,Utah,-11.0,2006-12-30,238,UTA
16,Golden State,5.0,2006-12-30,238,GSW
17,Sacramento,-5.0,2006-12-30,238,SAC
0,Chicago,-3.5,2006-12-29,238,CHI
1,Toronto,3.5,2006-12-29,238,TOR
2,Orlando,7.0,2006-12-29,238,ORL
3,Washington,-7.0,2006-12-29,238,WAS
4,L.A. Lakers,-5.0,2006-12-29,238,LAL
5,Charlotte,5.0,2006-12-29,238,CHA
6,Brooklyn,-4.0,2006-12-29,238,BKN
7,Miami,4.0,2006-12-29,238,MIA
8,Milwaukee,6.0,2006-12-29,238,MIL
9,Cleveland,-6.0,2006-12-29,238,CLE
10,Indiana,6.5,2006-12-29,238,IND
11,Detroit,-6.5,2006-12-29,238,DET
12,Atlanta,8.5,2006-12-29,238,ATL
13,Houston,-8.5,2006-12-29,238,HOU
14,New York,13.0,2006-12-29,238,NYK
15,Phoenix,-13.0,2006-12-29,238,PHX
16,Philadelphia,4.5,2006-12-29,238,PHI
17,Portland,-4.5,2006-12-29,238,POR
18,Sacramento,3.0,2006-12-29,238,SAC
19,L.A. Clippers,-3.0,2006-12-29,238,LAC
20,Boston,9.5,2006-12-29,238,BOS
21,Golden State,-9.5,2006-12-29,238,GSW
0,Minnesota,-3.5,2007-01-01,238,MIN
1,Charlotte,3.5,2007-01-01,238,CHA
2,Boston,7.0,2007-01-01,238,BOS
3,Portland,-7.0,2007-01-01,238,POR
0,Detroit,-8.0,2007-01-04,238,DET
1,New Orleans,8.0,2007-01-04,238,NOP
2,Indiana,9.0,2007-01-04,238,IND
3,Dallas,-9.0,2007-01-04,238,DAL
4,L.A. Lakers,5.0,2007-01-04,238,LAL
5,Sacramento,-5.0,2007-01-04,238,SAC
0,L.A. Clippers,5.0,2007-01-02,238,LAC
1,Orlando,-5.0,2007-01-02,238,ORL
2,San Antonio,-3.5,2007-01-02,238,SAS
3,Cleveland,3.5,2007-01-02,238,CLE
4,Golden State,-5.0,2007-01-02,238,GSW
5,New Orleans,5.0,2007-01-02,238,NOP
6,Phoenix,-3.5,2007-01-02,238,PHX
7,Chicago,3.5,2007-01-02,238,CHI
8,Philadelphia,7.0,2007-01-02,238,PHI
9,Denver,-7.0,2007-01-02,238,DEN
10,New York,9.5,2007-01-02,238,NYK
11,Sacramento,-9.5,2007-01-02,238,SAC
0,Phoenix,-6.5,2007-01-03,238,PHX
1,Toronto,6.5,2007-01-03,238,TOR
2,Milwaukee,6.5,2007-01-03,238,MIL
3,Washington,-6.5,2007-01-03,238,WAS
4,Cleveland,-3.0,2007-01-03,238,CLE
5,Boston,3.0,2007-01-03,238,BOS
6,L.A. Clippers,-5.5,2007-01-03,238,LAC
7,Miami,5.5,2007-01-03,238,MIA
8,Golden State,4.0,2007-01-03,238,GSW
9,Memphis,-4.0,2007-01-03,238,MEM
10,San Antonio,-4.0,2007-01-03,238,SAS
11,Minnesota,4.0,2007-01-03,238,MIN
12,Philadelphia,11.0,2007-01-03,238,PHI
13,Utah,-11.0,2007-01-03,238,UTA
14,New York,6.0,2007-01-03,238,NYK
15,Portland,-6.0,2007-01-03,238,POR
0,Atlanta,7.5,2007-01-05,238,ATL
1,Toronto,-7.5,2007-01-05,238,TOR
2,L.A. Clippers,6.0,2007-01-05,238,LAC
3,Washington,-6.0,2007-01-05,238,WAS
4,Charlotte,8.5,2007-01-05,238,CHA
5,Orlando,-8.5,2007-01-05,238,ORL
6,Chicago,-1.0,2007-01-05,238,CHI
7,Brooklyn,1.0,2007-01-05,238,BKN
8,Boston,6.5,2007-01-05,238,BOS
9,Memphis,-6.5,2007-01-05,238,MEM
10,Dallas,5.5,2007-01-05,238,DAL
11,San Antonio,-5.5,2007-01-05,238,SAS
12,Philadelphia,6.5,2007-01-05,238,PHI
13,Minnesota,-6.5,2007-01-05,238,MIN
14,Cleveland,4.0,2007-01-05,238,CLE
15,Milwaukee,-4.0,2007-01-05,238,MIL
16,Utah,3.0,2007-01-05,238,UTA
17,Houston,-3.0,2007-01-05,238,HOU
18,Miami,19.0,2007-01-05,238,MIA
19,Phoenix,-19.0,2007-01-05,238,PHX
20,Denver,6.0,2007-01-05,238,DEN
21,L.A. Lakers,-6.0,2007-01-05,238,LAL
0,L.A. Clippers,-4.5,2007-01-06,238,LAC
1,Atlanta,4.5,2007-01-06,238,ATL
2,Brooklyn,6.5,2007-01-06,238,BKN
3,Cleveland,-6.5,2007-01-06,238,CLE
4,Indiana,-10.0,2007-01-06,238,IND
5,New Orleans,10.0,2007-01-06,238,NOP
6,Detroit,4.5,2007-01-06,238,DET
7,Chicago,-4.5,2007-01-06,238,CHI
8,Utah,-5.5,2007-01-06,238,UTA
9,Denver,5.5,2007-01-06,238,DEN
10,Portland,9.0,2007-01-06,238,POR
11,Sacramento,-9.0,2007-01-06,238,SAC
0,Washington,1.5,2007-01-07,238,WAS
1,Toronto,-1.5,2007-01-07,238,TOR
2,Houston,3.0,2007-01-07,238,HOU
3,Minnesota,-3.0,2007-01-07,238,MIN
4,San Antonio,-7.0,2007-01-07,238,SAS
5,Memphis,7.0,2007-01-07,238,MEM
6,Boston,7.5,2007-01-07,238,BOS
7,Orlando,-7.5,2007-01-07,238,ORL
8,Golden State,12.5,2007-01-07,238,GSW
9,Phoenix,-12.5,2007-01-07,238,PHX
10,Miami,1.0,2007-01-07,238,MIA
11,Portland,-1.0,2007-01-07,238,POR
12,Dallas,-2.5,2007-01-07,238,DAL
13,L.A. Lakers,2.5,2007-01-07,238,LAL
0,L.A. Clippers,-6.0,2007-01-08,238,LAC
1,New Orleans,6.0,2007-01-08,238,NOP
2,Houston,6.5,2007-01-08,238,HOU
3,Chicago,-6.5,2007-01-08,238,CHI
4,Milwaukee,4.5,2007-01-08,238,MIL
5,Denver,-4.5,2007-01-08,238,DEN
0,Detroit,-1.0,2007-01-09,238,DET
1,Philadelphia,1.0,2007-01-09,238,PHI
2,Atlanta,9.5,2007-01-09,238,ATL
3,Indiana,-9.5,2007-01-09,238,IND
4,Toronto,4.0,2007-01-09,238,TOR
5,Brooklyn,-4.0,2007-01-09,238,BKN
6,L.A. Lakers,-3.0,2007-01-09,238,LAL
7,Memphis,3.0,2007-01-09,238,MEM
8,Portland,12.5,2007-01-09,238,POR
9,San Antonio,-12.5,2007-01-09,238,SAS
10,Dallas,-3.0,2007-01-09,238,DAL
11,Utah,3.0,2007-01-09,238,UTA
12,Cleveland,3.5,2007-01-09,238,CLE
13,Sacramento,-3.5,2007-01-09,238,SAC
0,Brooklyn,7.0,2007-01-11,238,BKN
1,Chicago,-7.0,2007-01-11,238,CHI
2,Cleveland,8.5,2007-01-11,238,CLE
3,Phoenix,-8.5,2007-01-11,238,PHX
0,Chicago,4.0,2007-01-10,238,CHI
1,Washington,-4.0,2007-01-10,238,WAS
2,New Orleans,5.5,2007-01-10,238,NOP
3,Atlanta,-5.5,2007-01-10,238,ATL
4,Indiana,-2.5,2007-01-10,238,IND
5,Boston,2.5,2007-01-10,238,BOS
6,Philadelphia,4.0,2007-01-10,238,PHI
7,New York,-4.0,2007-01-10,238,NYK
8,Charlotte,9.0,2007-01-10,238,CHA
9,Detroit,-9.0,2007-01-10,238,DET
10,Toronto,-2.0,2007-01-10,238,TOR
11,Milwaukee,2.0,2007-01-10,238,MIL
12,L.A. Clippers,5.0,2007-01-10,238,LAC
13,Minnesota,-5.0,2007-01-10,238,MIN
14,Portland,13.0,2007-01-10,238,POR
15,Dallas,-13.0,2007-01-10,238,DAL
16,L.A. Lakers,5.0,2007-01-10,238,LAL
17,Houston,-5.0,2007-01-10,238,HOU
18,San Antonio,-5.0,2007-01-10,238,SAS
19,Denver,5.0,2007-01-10,238,DEN
20,Orlando,3.0,2007-01-10,238,ORL
21,Golden State,-3.0,2007-01-10,238,GSW
0,Philadelphia,3.5,2007-01-13,238,PHI
1,Charlotte,-3.5,2007-01-13,238,CHA
2,Boston,12.5,2007-01-13,238,BOS
3,Detroit,-12.5,2007-01-13,238,DET
4,Washington,9.5,2007-01-13,238,WAS
5,San Antonio,-9.5,2007-01-13,238,SAS
6,Brooklyn,4.0,2007-01-13,238,BKN
7,Minnesota,-4.0,2007-01-13,238,MIN
8,Memphis,8.0,2007-01-13,238,MEM
9,Chicago,-8.0,2007-01-13,238,CHI
10,Miami,7.5,2007-01-13,238,MIA
11,Utah,-7.5,2007-01-13,238,UTA
12,Orlando,11.5,2007-01-13,238,ORL
13,Phoenix,-11.5,2007-01-13,238,PHX
14,Houston,2.5,2007-01-13,238,HOU
15,Sacramento,-2.5,2007-01-13,238,SAC
16,Cleveland,3.0,2007-01-13,238,CLE
17,L.A. Clippers,-3.0,2007-01-13,238,LAC
0,Dallas,-5.0,2007-01-14,238,DAL
1,Toronto,5.0,2007-01-14,238,TOR
2,Denver,1.0,2007-01-14,238,DEN
3,Portland,-1.0,2007-01-14,238,POR
0,Sacramento,1.0,2007-01-15,238,SAC
1,New York,-1.0,2007-01-15,238,NYK
2,Utah,3.0,2007-01-15,238,UTA
3,Washington,-3.0,2007-01-15,238,WAS
4,Milwaukee,5.0,2007-01-15,238,MIL
5,Charlotte,-5.0,2007-01-15,238,CHA
6,Toronto,-1.0,2007-01-15,238,TOR
7,Philadelphia,1.0,2007-01-15,238,PHI
8,Boston,5.5,2007-01-15,238,BOS
9,Atlanta,-5.5,2007-01-15,238,ATL
10,San Antonio,-4.0,2007-01-15,238,SAS
11,Chicago,4.0,2007-01-15,238,CHI
12,Indiana,2.5,2007-01-15,238,IND
13,Brooklyn,-2.5,2007-01-15,238,BKN
14,Minnesota,3.0,2007-01-15,238,MIN
15,Detroit,-3.0,2007-01-15,238,DET
16,L.A. Clippers,2.5,2007-01-15,238,LAC
17,Golden State,-2.5,2007-01-15,238,GSW
18,Phoenix,-9.0,2007-01-15,238,PHX
19,Memphis,9.0,2007-01-15,238,MEM
20,Miami,6.5,2007-01-15,238,MIA
21,L.A. Lakers,-6.5,2007-01-15,238,LAL
0,Milwaukee,6.5,2007-01-12,238,MIL
1,Philadelphia,-6.5,2007-01-12,238,PHI
2,Dallas,-4.0,2007-01-12,238,DAL
3,Indiana,4.0,2007-01-12,238,IND
4,Toronto,-6.5,2007-01-12,238,TOR
5,Boston,6.5,2007-01-12,238,BOS
6,Charlotte,6.5,2007-01-12,238,CHA
7,New York,-6.5,2007-01-12,238,NYK
8,Detroit,-7.5,2007-01-12,238,DET
9,Atlanta,7.5,2007-01-12,238,ATL
10,Minnesota,1.5,2007-01-12,238,MIN
11,Memphis,-1.5,2007-01-12,238,MEM
12,Washington,-7.5,2007-01-12,238,WAS
13,New Orleans,7.5,2007-01-12,238,NOP
14,Sacramento,-3.0,2007-01-12,238,SAC
15,Portland,3.0,2007-01-12,238,POR
16,Houston,-2.5,2007-01-12,238,HOU
17,Denver,2.5,2007-01-12,238,DEN
18,Orlando,4.5,2007-01-12,238,ORL
19,L.A. Lakers,-4.5,2007-01-12,238,LAL
20,Miami,5.5,2007-01-12,238,MIA
21,Golden State,-5.5,2007-01-12,238,GSW
0,Sacramento,4.5,2007-01-17,238,SAC
1,Toronto,-4.5,2007-01-17,238,TOR
2,New York,8.0,2007-01-17,238,NYK
3,Washington,-8.0,2007-01-17,238,WAS
4,Brooklyn,-4.0,2007-01-17,238,BKN
5,Charlotte,4.0,2007-01-17,238,CHA
6,Utah,3.0,2007-01-17,238,UTA
7,Detroit,-3.0,2007-01-17,238,DET
8,Chicago,-5.5,2007-01-17,238,CHI
9,Milwaukee,5.5,2007-01-17,238,MIL
10,Philadelphia,4.5,2007-01-17,238,PHI
11,Memphis,-4.5,2007-01-17,238,MEM
12,Atlanta,9.0,2007-01-17,238,ATL
13,Minnesota,-9.0,2007-01-17,238,MIN
14,Phoenix,-8.5,2007-01-17,238,PHX
15,Houston,8.5,2007-01-17,238,HOU
16,L.A. Lakers,9.0,2007-01-17,238,LAL
17,San Antonio,-9.0,2007-01-17,238,SAS
18,Cleveland,-3.0,2007-01-17,238,CLE
19,Portland,3.0,2007-01-17,238,POR
20,Golden State,9.5,2007-01-17,238,GSW
21,L.A. Clippers,-9.5,2007-01-17,238,LAC
0,Orlando,-6.5,2007-01-16,238,ORL
1,New Orleans,6.5,2007-01-16,238,NOP
2,Houston,7.5,2007-01-16,238,HOU
3,Dallas,-7.5,2007-01-16,238,DAL
0,Utah,2.0,2007-01-19,238,UTA
1,Toronto,-2.0,2007-01-19,238,TOR
2,Miami,-2.5,2007-01-19,238,MIA
3,Philadelphia,2.5,2007-01-19,238,PHI
4,Washington,4.0,2007-01-19,238,WAS
5,Orlando,-4.0,2007-01-19,238,ORL
6,Sacramento,-4.5,2007-01-19,238,SAC
7,Boston,4.5,2007-01-19,238,BOS
8,Brooklyn,-3.0,2007-01-19,238,BKN
9,New York,3.0,2007-01-19,238,NYK
10,Charlotte,5.5,2007-01-19,238,CHA
11,Atlanta,-5.5,2007-01-19,238,ATL
12,New Orleans,15.5,2007-01-19,238,NOP
13,San Antonio,-15.5,2007-01-19,238,SAS
14,Detroit,-1.5,2007-01-19,238,DET
15,Minnesota,1.5,2007-01-19,238,MIN
16,Portland,14.5,2007-01-19,238,POR
17,Phoenix,-14.5,2007-01-19,238,PHX
18,Cleveland,1.0,2007-01-19,238,CLE
19,Denver,-1.0,2007-01-19,238,DEN
0,Dallas,-6.0,2007-01-21,238,DAL
1,Miami,6.0,2007-01-21,238,MIA
2,San Antonio,-9.0,2007-01-21,238,SAS
3,Philadelphia,9.0,2007-01-21,238,PHI
4,Minnesota,16.5,2007-01-21,238,MIN
5,Phoenix,-16.5,2007-01-21,238,PHX
6,Milwaukee,5.5,2007-01-21,238,MIL
7,Portland,-5.5,2007-01-21,238,POR
0,Memphis,6.5,2007-01-20,238,MEM
1,L.A. Clippers,-6.5,2007-01-20,238,LAC
2,Atlanta,1.5,2007-01-20,238,ATL
3,Charlotte,-1.5,2007-01-20,238,CHA
4,New York,6.5,2007-01-20,238,NYK
5,Indiana,-6.5,2007-01-20,238,IND
6,Sacramento,6.5,2007-01-20,238,SAC
7,Detroit,-6.5,2007-01-20,238,DET
8,Orlando,4.5,2007-01-20,238,ORL
9,Brooklyn,-4.5,2007-01-20,238,BKN
10,L.A. Lakers,-6.0,2007-01-20,238,LAL
11,New Orleans,6.0,2007-01-20,238,NOP
12,Boston,11.5,2007-01-20,238,BOS
13,Washington,-11.5,2007-01-20,238,WAS
14,Utah,6.5,2007-01-20,238,UTA
15,Chicago,-6.5,2007-01-20,238,CHI
16,Denver,7.0,2007-01-20,238,DEN
17,Houston,-7.0,2007-01-20,238,HOU
18,Cleveland,1.0,2007-01-20,238,CLE
19,Golden State,-1.0,2007-01-20,238,GSW
0,Indiana,8.0,2007-01-18,238,IND
1,Miami,-8.0,2007-01-18,238,MIA
2,L.A. Lakers,10.0,2007-01-18,238,LAL
3,Dallas,-10.0,2007-01-18,238,DAL
0,Dallas,-4.0,2007-01-25,238,DAL
1,Chicago,4.0,2007-01-25,238,CHI
2,Brooklyn,6.5,2007-01-25,238,BKN
3,L.A. Clippers,-6.5,2007-01-25,238,LAC
0,Charlotte,8.5,2007-01-22,238,CHA
1,Toronto,-8.5,2007-01-22,238,TOR
2,Orlando,4.5,2007-01-22,238,ORL
3,Cleveland,-4.5,2007-01-22,238,CLE
4,Chicago,2.0,2007-01-22,238,CHI
5,Indiana,-2.0,2007-01-22,238,IND
6,San Antonio,-9.0,2007-01-22,238,SAS
7,Boston,9.0,2007-01-22,238,BOS
8,New York,-1.0,2007-01-22,238,NYK
9,Miami,1.0,2007-01-22,238,MIA
10,Memphis,12.0,2007-01-22,238,MEM
11,Denver,-12.0,2007-01-22,238,DEN
12,Minnesota,7.0,2007-01-22,238,MIN
13,Utah,-7.0,2007-01-22,238,UTA
14,Brooklyn,5.0,2007-01-22,238,BKN
15,Sacramento,-5.0,2007-01-22,238,SAC
16,Golden State,7.5,2007-01-22,238,GSW
17,L.A. Lakers,-7.5,2007-01-22,238,LAL
0,New Orleans,8.5,2007-01-24,238,NOP
1,Toronto,-8.5,2007-01-24,238,TOR
2,Detroit,-7.0,2007-01-24,238,DET
3,Charlotte,7.0,2007-01-24,238,CHA
4,Philadelphia,11.0,2007-01-24,238,PHI
5,Cleveland,-11.0,2007-01-24,238,CLE
6,Miami,2.5,2007-01-24,238,MIA
7,Indiana,-2.5,2007-01-24,238,IND
8,Atlanta,4.5,2007-01-24,238,ATL
9,Boston,-4.5,2007-01-24,238,BOS
10,Phoenix,-9.0,2007-01-24,238,PHX
11,New York,9.0,2007-01-24,238,NYK
12,Houston,8.0,2007-01-24,238,HOU
13,San Antonio,-8.0,2007-01-24,238,SAS
14,Memphis,11.5,2007-01-24,238,MEM
15,Utah,-11.5,2007-01-24,238,UTA
